Linux 6.1.0-13-cloud-amd64 (ip-172-31-25-160) 	06/21/24 	_x86_64_	(2 CPU)

09:39:21      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:40:21        0      9218    8.13    1.02    0.00    0.27    9.15     1  octez-node
09:40:21        0      9243    1.50    0.30    0.00    0.18    1.80     0  octez-node
09:40:21        0     16736    0.90    0.62    0.00    0.48    1.52     0  octez-baker-PtP

09:39:21      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:40:21        0      9218      0.00      0.00 1694140 1051668  26.44  octez-node
09:40:21        0      9243      0.00      0.00 1219200  928576  23.35  octez-node
09:40:21        0     16736      0.00      0.00 1023796  208644   5.25  octez-baker-PtP

09:40:21      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:41:21        0      9218    9.17    1.25    0.00    0.33   10.42     0  octez-node
09:41:21        0      9243    0.82    0.05    0.00    0.02    0.87     0  octez-node
09:41:21        0     16736    0.95    0.77    0.00    0.52    1.72     0  octez-baker-PtP

09:40:21      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:41:21        0      9218      0.00      0.00 1694140 1051668  26.44  octez-node
09:41:21        0      9243      0.00      0.00 1219200  928576  23.35  octez-node
09:41:21        0     16736      1.52      0.00 1031992  209172   5.26  octez-baker-PtP

09:41:21      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:42:21        0      9218    8.40    0.92    0.00    0.25    9.32     0  octez-node
09:42:21        0      9243    1.20    0.12    0.00    0.03    1.32     1  octez-node
09:42:21        0     16736    0.83    0.77    0.00    0.48    1.60     0  octez-baker-PtP

09:41:21      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:42:21        0      9218      0.00      0.00 1694140 1051668  26.44  octez-node
09:42:21        0      9243      0.00      0.00 1219200  928576  23.35  octez-node
09:42:21        0     16736      0.03      0.00 1097528  209172   5.26  octez-baker-PtP

09:42:21      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:43:21        0      9218    8.58    1.03    0.00    0.32    9.62     0  octez-node
09:43:21        0      9243    0.97    0.05    0.00    0.02    1.02     0  octez-node
09:43:21        0     16736    0.97    0.72    0.00    0.57    1.68     1  octez-baker-PtP

09:42:21      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
