Linux 6.1.0-13-cloud-amd64 (ip-172-31-25-160) 	06/20/24 	_x86_64_	(2 CPU)

10:45:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:46:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:46:25        0      9218    8.65    1.02    0.00    0.03    9.67     1  octez-node

10:46:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:47:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:47:25        0      9218    7.83    1.17    0.00    0.05    9.00     1  octez-node

10:47:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:48:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:48:25        0      9218    8.53    1.03    0.00    0.03    9.57     1  octez-node

10:48:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:49:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:49:25        0      9218    8.27    0.90    0.00    0.03    9.17     1  octez-node

10:49:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:50:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:50:25        0      9218    8.30    0.90    0.00    0.10    9.20     1  octez-node

10:50:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:51:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:51:25        0      9218    8.03    0.85    0.00    0.03    8.88     0  octez-node

10:51:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:52:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:52:25        0      9218    8.18    0.92    0.00    0.12    9.10     1  octez-node

10:52:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:53:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:53:25        0      9218    7.45    0.93    0.00    0.07    8.38     1  octez-node

10:53:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:54:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:54:25        0      9218    7.48    1.00    0.00    0.15    8.48     1  octez-node

10:54:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:55:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:55:25        0      9218    6.57    0.70    0.00    0.05    7.27     0  octez-node

10:55:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:56:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:56:25        0      9218    7.52    0.75    0.00    0.03    8.27     0  octez-node

10:56:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:57:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:57:25        0      9218    8.55    0.98    0.00    0.05    9.53     1  octez-node

10:57:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:58:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:58:25        0      9218    7.65    0.68    0.00    0.07    8.33     0  octez-node

10:58:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:59:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
10:59:25        0      9218    8.08    0.87    0.00    0.03    8.95     1  octez-node

10:59:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:00:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:00:25        0      9218    8.07    0.90    0.00    0.08    8.97     0  octez-node

11:00:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:01:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:01:25        0      9218    8.38    0.83    0.00    0.10    9.22     0  octez-node

11:01:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:02:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:02:25        0      9218    9.92    0.95    0.00    0.02   10.87     1  octez-node

11:02:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:03:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:03:25        0      9218   10.52    1.12    0.00    0.08   11.63     0  octez-node

11:03:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:04:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:04:25        0      9218   10.40    1.18    0.00    0.05   11.58     1  octez-node

11:04:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:05:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:05:25        0      9218    9.73    0.85    0.00    0.05   10.58     0  octez-node

11:05:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:06:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:06:25        0      9218    8.48    0.83    0.00    0.10    9.32     1  octez-node

11:06:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:07:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:07:25        0      9218    8.50    0.88    0.00    0.10    9.38     1  octez-node

11:07:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:08:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:08:25        0      9218    8.18    0.88    0.00    0.03    9.07     0  octez-node

11:08:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:09:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:09:25        0      9218    7.70    0.82    0.00    0.03    8.52     1  octez-node

11:09:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:10:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:10:25        0      9218    8.88    0.92    0.00    0.12    9.80     0  octez-node

11:10:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:11:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:11:25        0      9218    7.78    0.73    0.00    0.13    8.52     1  octez-node

11:11:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:12:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:12:25        0      9218    8.35    0.78    0.00    0.03    9.13     1  octez-node

11:12:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:13:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:13:25        0      9218    7.72    0.73    0.00    0.07    8.45     1  octez-node

11:13:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:14:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:14:25        0      9218    8.40    0.80    0.00    0.03    9.20     1  octez-node

11:14:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:15:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:15:25        0      9218    8.17    0.93    0.00    0.03    9.10     0  octez-node

11:15:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:16:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:16:25        0      9218    8.27    0.75    0.00    0.12    9.02     1  octez-node

11:16:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:17:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:17:25        0      9218    6.10    0.73    0.00    0.05    6.83     1  octez-node

11:17:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:18:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:18:25        0      9218    7.67    0.92    0.00    0.03    8.58     0  octez-node

11:18:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:19:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:19:25        0      9218    8.38    0.90    0.00    0.03    9.28     1  octez-node

11:19:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:20:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:20:25        0      9218    8.37    0.85    0.00    0.08    9.22     0  octez-node

11:20:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:21:25        0      9217    0.00    0.00    0.00    0.00    0.00     0  sudo
11:21:25        0      9218    7.53    0.80    0.00    0.02    8.33     0  octez-node

